"country","year","sector","education","earn_F","earn_M","gender_pay_gap","panel_id","medium_edu","high_edu","industry","construction","services","public_sector","year_2014","year_2018","year_2022"
"AL",2022,"Mining","High Education",485781.333333333,773807.5,37.2219404266134,"AL_Mining_High Education",0,1,1,0,0,0,0,0,1
"AL",2022,"Mining","Medium Education",210010.333333333,337488.833333333,37.7726571693977,"AL_Mining_Medium Education",1,0,1,0,0,0,0,0,1
"AL",2022,"Other Services","High Education",365228.5,394620,7.44805128984846,"AL_Other Services_High Education",0,1,0,0,0,0,0,0,1
"AL",2022,"Other Services","Low Education",156607.666666667,178272.333333333,12.1525680746872,"AL_Other Services_Low Education",0,0,0,0,0,0,0,0,1
"AL",2022,"Other Services","Medium Education",163365.666666667,196029.333333333,16.6626423256383,"AL_Other Services_Medium Education",1,0,0,0,0,0,0,0,1
"AL",2022,"Professional","High Education",353295.666666667,464974,24.01818883063,"AL_Professional_High Education",0,1,0,0,1,0,0,0,1
"AL",2022,"Professional","Low Education",267923,252090.5,-6.28048260446149,"AL_Professional_Low Education",0,0,0,0,1,0,0,0,1
"AL",2022,"Professional","Medium Education",232672.666666667,318417,26.928315175802,"AL_Professional_Medium Education",1,0,0,0,1,0,0,0,1
"AL",2022,"Real Estate","Low Education",200808.666666667,219751,8.61990768339316,"AL_Real Estate_Low Education",0,0,0,0,1,0,0,0,1
"AL",2022,"Real Estate","Medium Education",274267.5,242315.666666667,-13.1860369462973,"AL_Real Estate_Medium Education",1,0,0,0,1,0,0,0,1
"AL",2022,"Trade","High Education",306449.666666667,391752.166666667,21.7746083514535,"AL_Trade_High Education",0,1,0,0,1,0,0,0,1
"AL",2022,"Trade","Low Education",171259,191374.666666667,10.511143934063,"AL_Trade_Low Education",0,0,0,0,1,0,0,0,1
"AL",2022,"Trade","Medium Education",184119.666666667,196217.666666667,6.16560180615745,"AL_Trade_Medium Education",1,0,0,0,1,0,0,0,1
"AL",2022,"Transport","High Education",311481.333333333,527123.333333333,40.9092116329512,"AL_Transport_High Education",0,1,0,0,1,0,0,0,1
"AL",2022,"Transport","Low Education",160847,162711,1.14558941927712,"AL_Transport_Low Education",0,0,0,0,1,0,0,0,1
"AL",2022,"Transport","Medium Education",271777.666666667,227794.333333333,-19.3083527099738,"AL_Transport_Medium Education",1,0,0,0,1,0,0,0,1
"AL",2022,"Water","Low Education",165536,175591,5.72637549760523,"AL_Water_Low Education",0,0,1,0,0,0,0,0,1
"AL",2022,"Water","Medium Education",180772,179267.666666667,-0.839154857819674,"AL_Water_Medium Education",1,0,1,0,0,0,0,0,1
"AT",2014,"Admin Services","Low Education",22616,27443.6666666667,17.5911867947675,"AT_Admin Services_Low Education",0,0,0,0,1,0,1,0,0
"AT",2014,"Admin Services","Medium Education",30113.3333333333,34737.6666666667,13.3121587517872,"AT_Admin Services_Medium Education",1,0,0,0,1,0,1,0,0
"AT",2014,"Arts","Low Education",25026,30991.6666666667,19.2492605539123,"AT_Arts_Low Education",0,0,0,0,0,0,1,0,0
"AT",2014,"Arts","Medium Education",30696.3333333333,42192.6666666667,27.2472309564063,"AT_Arts_Medium Education",1,0,0,0,0,0,1,0,0
"AT",2014,"Construction","Low Education",26670.3333333333,28495.3333333333,6.40455747139883,"AT_Construction_Low Education",0,0,0,1,0,0,1,0,0
"AT",2014,"Construction","Medium Education",36156.3333333333,39139.6666666667,7.62227578160262,"AT_Construction_Medium Education",1,0,0,1,0,0,1,0,0
"AT",2014,"Education Sector","Low Education",23249.3333333333,18900.3333333333,-23.0101761873688,"AT_Education Sector_Low Education",0,0,0,0,0,1,1,0,0
"AT",2014,"Education Sector","Medium Education",33670.6666666667,40894,17.6635529254495,"AT_Education Sector_Medium Education",1,0,0,0,0,1,1,0,0
"AT",2014,"Electricity","Low Education",36932.6666666667,29399.6666666667,-25.6227394868422,"AT_Electricity_Low Education",0,0,1,0,0,0,1,0,0
"AT",2014,"Electricity","Medium Education",46395.3333333333,57570,19.410572636211,"AT_Electricity_Medium Education",1,0,1,0,0,0,1,0,0
"AT",2014,"Finance","Low Education",34782,54853.6666666667,36.5912944136217,"AT_Finance_Low Education",0,0,0,0,1,0,1,0,0
"AT",2014,"Finance","Medium Education",46405,65703,29.3715659863324,"AT_Finance_Medium Education",1,0,0,0,1,0,1,0,0
"AT",2014,"Health","Low Education",29979.6666666667,33402.6666666667,10.2476848155836,"AT_Health_Low Education",0,0,0,0,0,1,1,0,0
"AT",2014,"Health","Medium Education",35541,37666.3333333333,5.64252780998063,"AT_Health_Medium Education",1,0,0,0,0,1,1,0,0
"AT",2014,"Hospitality","Low Education",20885.3333333333,20902,0.079737186234178,"AT_Hospitality_Low Education",0,0,0,0,1,0,1,0,0
"AT",2014,"Hospitality","Medium Education",24940.6666666667,28783,13.3493149891718,"AT_Hospitality_Medium Education",1,0,0,0,1,0,1,0,0
"AT",2014,"IT","Low Education",35756,45549,21.4999231596742,"AT_IT_Low Education",0,0,0,0,1,0,1,0,0
"AT",2014,"IT","Medium Education",45031.6666666667,56556.6666666667,20.3777921848294,"AT_IT_Medium Education",1,0,0,0,1,0,1,0,0
"AT",2014,"Manufacturing","Low Education",26466,30805.3333333333,14.086305401662,"AT_Manufacturing_Low Education",0,0,1,0,0,0,1,0,0
"AT",2014,"Manufacturing","Medium Education",33946.6666666667,43891,22.656884858703,"AT_Manufacturing_Medium Education",1,0,1,0,0,0,1,0,0
"AT",2014,"Mining","Low Education",26059,34729,24.964726885312,"AT_Mining_Low Education",0,0,1,0,0,0,1,0,0
"AT",2014,"Mining","Medium Education",47120,46563,-1.19622876532869,"AT_Mining_Medium Education",1,0,1,0,0,0,1,0,0
"AT",2014,"Other Services","Low Education",21045.3333333333,27456.6666666667,23.3507344907126,"AT_Other Services_Low Education",0,0,0,0,0,0,1,0,0
"AT",2014,"Other Services","Medium Education",30980.6666666667,41158,24.7274729902652,"AT_Other Services_Medium Education",1,0,0,0,0,0,1,0,0
"AT",2014,"Professional","Low Education",28903.6666666667,39740.6666666667,27.2692959353139,"AT_Professional_Low Education",0,0,0,0,1,0,1,0,0
"AT",2014,"Professional","Medium Education",38027.3333333333,50260,24.3387717203873,"AT_Professional_Medium Education",1,0,0,0,1,0,1,0,0
"AT",2014,"Real Estate","Low Education",29376,33828,13.1606952820149,"AT_Real Estate_Low Education",0,0,0,0,1,0,1,0,0
"AT",2014,"Real Estate","Medium Education",36763,43278.3333333333,15.054492240151,"AT_Real Estate_Medium Education",1,0,0,0,1,0,1,0,0
"AT",2014,"Trade","Low Education",23920.6666666667,24431.3333333333,2.09021202281223,"AT_Trade_Low Education",0,0,0,0,1,0,1,0,0
"AT",2014,"Trade","Medium Education",30564.6666666667,41063.6666666667,25.5676145172943,"AT_Trade_Medium Education",1,0,0,0,1,0,1,0,0
"AT",2014,"Transport","Low Education",29742,30591.3333333333,2.77638546865125,"AT_Transport_Low Education",0,0,0,0,1,0,1,0,0
"AT",2014,"Transport","Medium Education",33857.3333333333,40047,15.4560058597814,"AT_Transport_Medium Education",1,0,0,0,1,0,1,0,0
"AT",2014,"Water","Low Education",26461,30061,11.9756495126576,"AT_Water_Low Education",0,0,1,0,0,0,1,0,0
"AT",2014,"Water","Medium Education",34387.3333333333,37496.3333333333,8.29147738890025,"AT_Water_Medium Education",1,0,1,0,0,0,1,0,0
"AT",2018,"Admin Services","High Education",38777.3333333333,50995.3333333333,23.9590550769351,"AT_Admin Services_High Education",0,1,0,0,1,0,0,1,0
"AT",2018,"Admin Services","Low Education",25032.3333333333,30595,18.1816200904287,"AT_Admin Services_Low Education",0,0,0,0,1,0,0,1,0
"AT",2018,"Admin Services","Medium Education",30047,37584.3333333333,20.0544553138276,"AT_Admin Services_Medium Education",1,0,0,0,1,0,0,1,0
"AT",2018,"Arts","High Education",41924,62877,33.3237908933314,"AT_Arts_High Education",0,1,0,0,0,0,0,1,0
"AT",2018,"Arts","Low Education",26840.6666666667,33227.3333333333,19.221123171686,"AT_Arts_Low Education",0,0,0,0,0,0,0,1,0
"AT",2018,"Arts","Medium Education",34085.6666666667,40929.6666666667,16.7213675492104,"AT_Arts_Medium Education",1,0,0,0,0,0,0,1,0
"AT",2018,"Construction","High Education",45473.6666666667,63444,28.3247168106256,"AT_Construction_High Education",0,1,0,1,0,0,0,1,0
"AT",2018,"Construction","Low Education",26869.6666666667,30848.3333333333,12.8975093197904,"AT_Construction_Low Education",0,0,0,1,0,0,0,1,0
"AT",2018,"Construction","Medium Education",41321,42517,2.81299245007879,"AT_Construction_Medium Education",1,0,0,1,0,0,0,1,0
"AT",2018,"Education Sector","High Education",47096.6666666667,62582,24.7440691146549,"AT_Education Sector_High Education",0,1,0,0,0,1,0,1,0
"AT",2018,"Education Sector","Low Education",26192.3333333333,21486.3333333333,-21.9022944817636,"AT_Education Sector_Low Education",0,0,0,0,0,1,0,1,0
"AT",2018,"Education Sector","Medium Education",33886,40922.6666666667,17.1950345366871,"AT_Education Sector_Medium Education",1,0,0,0,0,1,0,1,0
"AT",2018,"Electricity","High Education",68052.6666666667,84928,19.8701645315247,"AT_Electricity_High Education",0,1,1,0,0,0,0,1,0
"AT",2018,"Electricity","Low Education",37818.6666666667,26637,-41.9779504698977,"AT_Electricity_Low Education",0,0,1,0,0,0,0,1,0
"AT",2018,"Electricity","Medium Education",52778.3333333333,60332,12.520166191518,"AT_Electricity_Medium Education",1,0,1,0,0,0,0,1,0
"AT",2018,"Finance","High Education",60213.6666666667,91025.3333333333,33.8495510407359,"AT_Finance_High Education",0,1,0,0,1,0,0,1,0
"AT",2018,"Finance","Low Education",38390.3333333333,49674.3333333333,22.7159565973038,"AT_Finance_Low Education",0,0,0,0,1,0,0,1,0
"AT",2018,"Finance","Medium Education",50260.6666666667,71931.3333333333,30.1268802654383,"AT_Finance_Medium Education",1,0,0,0,1,0,0,1,0
"AT",2018,"Health","High Education",47183.3333333333,66888,29.4591954710362,"AT_Health_High Education",0,1,0,0,0,1,0,1,0
"AT",2018,"Health","Low Education",30182,27857,-8.34619664716229,"AT_Health_Low Education",0,0,0,0,0,1,0,1,0
"AT",2018,"Health","Medium Education",38019,40482,6.08418556395435,"AT_Health_Medium Education",1,0,0,0,0,1,0,1,0
"AT",2018,"Hospitality","High Education",31950.6666666667,38623.6666666667,17.2769718048519,"AT_Hospitality_High Education",0,1,0,0,1,0,0,1,0
"AT",2018,"Hospitality","Low Education",22822,23913,4.56237193158533,"AT_Hospitality_Low Education",0,0,0,0,1,0,0,1,0
"AT",2018,"Hospitality","Medium Education",27050.6666666667,30045,9.96616186830864,"AT_Hospitality_Medium Education",1,0,0,0,1,0,0,1,0
"AT",2018,"IT","High Education",54411.3333333333,69833.6666666667,22.0843814587997,"AT_IT_High Education",0,1,0,0,1,0,0,1,0
"AT",2018,"IT","Low Education",42756,45088,5.17210787792761,"AT_IT_Low Education",0,0,0,0,1,0,0,1,0
"AT",2018,"IT","Medium Education",47921.3333333333,61247.6666666667,21.7581077918615,"AT_IT_Medium Education",1,0,0,0,1,0,0,1,0
"AT",2018,"Manufacturing","High Education",52212.3333333333,70719.3333333333,26.1696471497657,"AT_Manufacturing_High Education",0,1,1,0,0,0,0,1,0
"AT",2018,"Manufacturing","Low Education",29671,33291.3333333333,10.8747021246771,"AT_Manufacturing_Low Education",0,0,1,0,0,0,0,1,0
"AT",2018,"Manufacturing","Medium Education",36354,47100.6666666667,22.8163791029143,"AT_Manufacturing_Medium Education",1,0,1,0,0,0,0,1,0
"AT",2018,"Mining","High Education",58380.3333333333,86086,32.1837077651031,"AT_Mining_High Education",0,1,1,0,0,0,0,1,0
"AT",2018,"Mining","Low Education",35137.6666666667,38783,9.39930725661588,"AT_Mining_Low Education",0,0,1,0,0,0,0,1,0
"AT",2018,"Mining","Medium Education",39993,45688.6666666667,12.4662571316008,"AT_Mining_Medium Education",1,0,1,0,0,0,0,1,0
"AT",2018,"Other Services","High Education",45506.3333333333,64419.3333333333,29.3591985842759,"AT_Other Services_High Education",0,1,0,0,0,0,0,1,0
"AT",2018,"Other Services","Low Education",23112.3333333333,24952.6666666667,7.37529722942105,"AT_Other Services_Low Education",0,0,0,0,0,0,0,1,0
"AT",2018,"Other Services","Medium Education",32854,43171,23.8979870746566,"AT_Other Services_Medium Education",1,0,0,0,0,0,0,1,0
"AT",2018,"Professional","High Education",53428.6666666667,82590.3333333333,35.3088133800969,"AT_Professional_High Education",0,1,0,0,1,0,0,1,0
"AT",2018,"Professional","Low Education",30231.3333333333,34027,11.1548672132914,"AT_Professional_Low Education",0,0,0,0,1,0,0,1,0
"AT",2018,"Professional","Medium Education",41280.6666666667,53042,22.1736234179204,"AT_Professional_Medium Education",1,0,0,0,1,0,0,1,0
"AT",2018,"Real Estate","High Education",50974.3333333333,84832.3333333333,39.9116688998299,"AT_Real Estate_High Education",0,1,0,0,1,0,0,1,0
"AT",2018,"Real Estate","Low Education",31748.3333333333,36536,13.1039705131012,"AT_Real Estate_Low Education",0,0,0,0,1,0,0,1,0
"AT",2018,"Real Estate","Medium Education",39578.6666666667,50762,22.0309155142298,"AT_Real Estate_Medium Education",1,0,0,0,1,0,0,1,0
"AT",2018,"Trade","High Education",48111.3333333333,70973.6666666667,32.2124168118692,"AT_Trade_High Education",0,1,0,0,1,0,0,1,0
"AT",2018,"Trade","Low Education",26135.6666666667,26024.6666666667,-0.426518431231908,"AT_Trade_Low Education",0,0,0,0,1,0,0,1,0
"AT",2018,"Trade","Medium Education",32173.3333333333,43179.3333333333,25.4890456854359,"AT_Trade_Medium Education",1,0,0,0,1,0,0,1,0
"AT",2018,"Transport","High Education",46178.6666666667,64705.3333333333,28.6323641533928,"AT_Transport_High Education",0,1,0,0,1,0,0,1,0
"AT",2018,"Transport","Low Education",31266,32483,3.7465751316073,"AT_Transport_Low Education",0,0,0,0,1,0,0,1,0
"AT",2018,"Transport","Medium Education",36574.6666666667,43624,16.1593006907513,"AT_Transport_Medium Education",1,0,0,0,1,0,0,1,0
"AT",2018,"Water","High Education",47367.6666666667,65177.3333333333,27.3249391403965,"AT_Water_High Education",0,1,1,0,0,0,0,1,0
"AT",2018,"Water","Low Education",27957.3333333333,31924.6666666667,12.4271723014597,"AT_Water_Low Education",0,0,1,0,0,0,0,1,0
"AT",2018,"Water","Medium Education",34812.6666666667,38779,10.2280443882858,"AT_Water_Medium Education",1,0,1,0,0,0,0,1,0
"AT",2022,"Admin Services","High Education",41834.6666666667,52362.6666666667,20.1059278875535,"AT_Admin Services_High Education",0,1,0,0,1,0,0,0,1
"AT",2022,"Admin Services","Low Education",27538.6666666667,33141.6666666667,16.9062107115916,"AT_Admin Services_Low Education",0,0,0,0,1,0,0,0,1
"AT",2022,"Admin Services","Medium Education",36149.6666666667,40913.6666666667,11.6440309269111,"AT_Admin Services_Medium Education",1,0,0,0,1,0,0,0,1
"AT",2022,"Arts","High Education",48637.6666666667,72034.6666666667,32.4801947210602,"AT_Arts_High Education",0,1,0,0,0,0,0,0,1
"AT",2022,"Arts","Low Education",31472.6666666667,35901,12.3348467545008,"AT_Arts_Low Education",0,0,0,0,0,0,0,0,1
"AT",2022,"Arts","Medium Education",36845.6666666667,46062,20.0085392152606,"AT_Arts_Medium Education",1,0,0,0,0,0,0,0,1
"AT",2022,"Construction","High Education",52560,68993.6666666667,23.819094506259,"AT_Construction_High Education",0,1,0,1,0,0,0,0,1
"AT",2022,"Construction","Low Education",28812,34192.6666666667,15.7363177289477,"AT_Construction_Low Education",0,0,0,1,0,0,0,0,1
"AT",2022,"Construction","Medium Education",46348,47355,2.12649139478408,"AT_Construction_Medium Education",1,0,0,1,0,0,0,0,1
"AT",2022,"Education Sector","High Education",51408.6666666667,67191.6666666667,23.4895200297656,"AT_Education Sector_High Education",0,1,0,0,0,1,0,0,1
"AT",2022,"Education Sector","Low Education",30440,27097,-12.3371590951028,"AT_Education Sector_Low Education",0,0,0,0,0,1,0,0,1
"AT",2022,"Education Sector","Medium Education",37531.6666666667,45597.6666666667,17.6895016557865,"AT_Education Sector_Medium Education",1,0,0,0,0,1,0,0,1
"AT",2022,"Electricity","High Education",69604.3333333333,89237.6666666667,22.0011728978421,"AT_Electricity_High Education",0,1,1,0,0,0,0,0,1
"AT",2022,"Electricity","Low Education",41912,30128.6666666667,-39.1100391653575,"AT_Electricity_Low Education",0,0,1,0,0,0,0,0,1
"AT",2022,"Electricity","Medium Education",57728.6666666667,64711.6666666667,10.7909444458753,"AT_Electricity_Medium Education",1,0,1,0,0,0,0,0,1
"AT",2022,"Finance","High Education",64105.3333333333,92605.6666666667,30.7760144267629,"AT_Finance_High Education",0,1,0,0,1,0,0,0,1
"AT",2022,"Finance","Low Education",45920.3333333333,44827.3333333333,-2.43824452343064,"AT_Finance_Low Education",0,0,0,0,1,0,0,0,1
"AT",2022,"Finance","Medium Education",54927.3333333333,78008.6666666667,29.5881654175177,"AT_Finance_Medium Education",1,0,0,0,1,0,0,0,1
"AT",2022,"Health","High Education",52983,66567.3333333333,20.4069062903726,"AT_Health_High Education",0,1,0,0,0,1,0,0,1
"AT",2022,"Health","Low Education",35413.6666666667,31647,-11.9021286904499,"AT_Health_Low Education",0,0,0,0,0,1,0,0,1
"AT",2022,"Health","Medium Education",43340.6666666667,46128.3333333333,6.0432850381183,"AT_Health_Medium Education",1,0,0,0,0,1,0,0,1
"AT",2022,"Hospitality","High Education",36852,41628.6666666667,11.4744647118172,"AT_Hospitality_High Education",0,1,0,0,1,0,0,0,1
"AT",2022,"Hospitality","Low Education",26245.3333333333,27508.6666666667,4.59249206310739,"AT_Hospitality_Low Education",0,0,0,0,1,0,0,0,1
"AT",2022,"Hospitality","Medium Education",31735,35045.6666666667,9.44672189619258,"AT_Hospitality_Medium Education",1,0,0,0,1,0,0,0,1
