"country","year","sector","occupation","earn_F","earn_M","gender_pay_gap","panel_id","industry","construction","services","public_sector","high_skill","managerial","year_2014","year_2018","year_2022"
"AL",2018,"Real Estate","Elementary",110500.333333333,129623.666666667,14.7529643506458,"AL_Real Estate_Elementary",0,0,1,0,0,0,0,1,0
"AL",2018,"Real Estate","Professionals",277806.333333333,309474.333333333,10.2328356794263,"AL_Real Estate_Professionals",0,0,1,0,1,0,0,1,0
"AL",2018,"Real Estate","Service",153989.666666667,153758.666666667,-0.150235433883402,"AL_Real Estate_Service",0,0,1,0,0,0,0,1,0
"AL",2018,"Trade","Agriculture",153410.666666667,140191.666666667,-9.42923378707721,"AL_Trade_Agriculture",0,0,1,0,0,0,0,1,0
"AL",2018,"Trade","Clerical",171400.666666667,183558.666666667,6.62349548554867,"AL_Trade_Clerical",0,0,1,0,0,0,0,1,0
"AL",2018,"Trade","Craft",139819,164731,15.1228366245576,"AL_Trade_Craft",0,0,1,0,0,0,0,1,0
"AL",2018,"Trade","Elementary",120021,131738.333333333,8.89439925104058,"AL_Trade_Elementary",0,0,1,0,0,0,0,1,0
"AL",2018,"Trade","Managers",339591,330058.666666667,-2.88807242348836,"AL_Trade_Managers",0,0,1,0,1,1,0,1,0
"AL",2018,"Trade","Operators",130743,149862.666666667,12.7581252168652,"AL_Trade_Operators",0,0,1,0,0,0,0,1,0
"AL",2018,"Trade","Professionals",212637.666666667,249795.333333333,14.8752445335248,"AL_Trade_Professionals",0,0,1,0,1,0,0,1,0
"AL",2018,"Trade","Service",120301,139023.666666667,13.4672513792616,"AL_Trade_Service",0,0,1,0,0,0,0,1,0
"AL",2018,"Trade","Technicians",196442,214233,8.30450957602237,"AL_Trade_Technicians",0,0,1,0,0,0,0,1,0
"AL",2018,"Transport","Clerical",187357.666666667,234353.333333333,20.0533382641595,"AL_Transport_Clerical",0,0,1,0,0,0,0,1,0
"AL",2018,"Transport","Elementary",157087,184358,14.7924147582421,"AL_Transport_Elementary",0,0,1,0,0,0,0,1,0
"AL",2018,"Transport","Service",169511.666666667,178719,5.15184917850554,"AL_Transport_Service",0,0,1,0,0,0,0,1,0
"AL",2018,"Water","Clerical",195133,176938,-10.2832630638981,"AL_Water_Clerical",1,0,0,0,0,0,0,1,0
"AL",2018,"Water","Managers",253170.666666667,287005.333333333,11.7888633892982,"AL_Water_Managers",1,0,0,0,1,1,0,1,0
"AL",2018,"Water","Professionals",239539.666666667,240287,0.311016964435577,"AL_Water_Professionals",1,0,0,0,1,0,0,1,0
"AL",2018,"Water","Service",145835.666666667,132405,-10.1436249889858,"AL_Water_Service",1,0,0,0,0,0,0,1,0
"AL",2018,"Water","Technicians",188772.666666667,188258.333333333,-0.273206144039682,"AL_Water_Technicians",1,0,0,0,0,0,0,1,0
"AL",2022,"Admin Services","Clerical",337338.333333333,275122.333333333,-22.6139402229554,"AL_Admin Services_Clerical",0,0,1,0,0,0,0,0,1
"AL",2022,"Admin Services","Elementary",162570,164463.333333333,1.15121911672307,"AL_Admin Services_Elementary",0,0,1,0,0,0,0,0,1
"AL",2022,"Admin Services","Managers",673374,551987.5,-21.9908059512217,"AL_Admin Services_Managers",0,0,1,0,1,1,0,0,1
"AL",2022,"Admin Services","Professionals",373542.666666667,408463,8.5492035590331,"AL_Admin Services_Professionals",0,0,1,0,1,0,0,0,1
"AL",2022,"Admin Services","Service",214487.666666667,226805.666666667,5.43108123400797,"AL_Admin Services_Service",0,0,1,0,0,0,0,0,1
"AL",2022,"Admin Services","Technicians",330730.333333333,537446.666666667,38.4626691640721,"AL_Admin Services_Technicians",0,0,1,0,0,0,0,0,1
"AL",2022,"Arts","Clerical",325670.666666667,376473.666666667,13.494436529868,"AL_Arts_Clerical",0,0,0,0,0,0,0,0,1
"AL",2022,"Arts","Elementary",161559.333333333,162666.333333333,0.680534181422503,"AL_Arts_Elementary",0,0,0,0,0,0,0,0,1
"AL",2022,"Arts","Managers",516601.333333333,718378,28.0878126371724,"AL_Arts_Managers",0,0,0,0,1,1,0,0,1
"AL",2022,"Arts","Professionals",329635.666666667,341381.333333333,3.44062944273464,"AL_Arts_Professionals",0,0,0,0,1,0,0,0,1
"AL",2022,"Arts","Service",180937.666666667,203439,11.0604816841084,"AL_Arts_Service",0,0,0,0,0,0,0,0,1
"AL",2022,"Arts","Technicians",319620.666666667,315734,-1.23099402239437,"AL_Arts_Technicians",0,0,0,0,0,0,0,0,1
"AL",2022,"Construction","Clerical",225055.666666667,207999.666666667,-8.2000131410467,"AL_Construction_Clerical",0,1,0,0,0,0,0,0,1
"AL",2022,"Construction","Managers",403573.666666667,457641.666666667,11.8144836753646,"AL_Construction_Managers",0,1,0,0,1,1,0,0,1
"AL",2022,"Construction","Professionals",303056.5,313375,3.29270043877144,"AL_Construction_Professionals",0,1,0,0,1,0,0,0,1
"AL",2022,"Construction","Service",167303.333333333,164770,-1.53749671258925,"AL_Construction_Service",0,1,0,0,0,0,0,0,1
"AL",2022,"Construction","Technicians",243090.666666667,237683,-2.27515921065734,"AL_Construction_Technicians",0,1,0,0,0,0,0,0,1
"AL",2022,"Education Sector","Clerical",249677.666666667,260084.666666667,4.00138929117954,"AL_Education Sector_Clerical",0,0,0,1,0,0,0,0,1
"AL",2022,"Education Sector","Elementary",176843.666666667,245032.666666667,27.8285344267023,"AL_Education Sector_Elementary",0,0,0,1,0,0,0,0,1
"AL",2022,"Education Sector","Managers",428359.333333333,504648.666666667,15.1173159412555,"AL_Education Sector_Managers",0,0,0,1,1,1,0,0,1
"AL",2022,"Education Sector","Professionals",307266.666666667,362581.333333333,15.2557954812897,"AL_Education Sector_Professionals",0,0,0,1,1,0,0,0,1
"AL",2022,"Education Sector","Service",194769.333333333,181556,-7.27782796125345,"AL_Education Sector_Service",0,0,0,1,0,0,0,0,1
"AL",2022,"Education Sector","Technicians",240235,245467,2.13144740433541,"AL_Education Sector_Technicians",0,0,0,1,0,0,0,0,1
"AL",2022,"Electricity","Managers",772406,921537,16.1828553818241,"AL_Electricity_Managers",1,0,0,0,1,1,0,0,1
"AL",2022,"Electricity","Technicians",441731,379756,-16.3196894848271,"AL_Electricity_Technicians",1,0,0,0,0,0,0,0,1
"AL",2022,"Finance","Clerical",307199.666666667,405693.333333333,24.2778617675091,"AL_Finance_Clerical",0,0,1,0,0,0,0,0,1
"AL",2022,"Finance","Managers",1223089,1222714,-0.0306694778991653,"AL_Finance_Managers",0,0,1,0,1,1,0,0,1
"AL",2022,"Finance","Professionals",468061.666666667,532074,12.030720037689,"AL_Finance_Professionals",0,0,1,0,1,0,0,0,1
"AL",2022,"Finance","Service",204955.666666667,319351.666666667,35.8213254980142,"AL_Finance_Service",0,0,1,0,0,0,0,0,1
"AL",2022,"Finance","Technicians",343800.333333333,361168,4.8087501292104,"AL_Finance_Technicians",0,0,1,0,0,0,0,0,1
"AL",2022,"Health","Clerical",241161.333333333,292269.666666667,17.4867046300848,"AL_Health_Clerical",0,0,0,1,0,0,0,0,1
"AL",2022,"Health","Managers",539356,564957,4.53149531734274,"AL_Health_Managers",0,0,0,1,1,1,0,0,1
"AL",2022,"Health","Professionals",307750.666666667,360742,14.6895380447337,"AL_Health_Professionals",0,0,0,1,1,0,0,0,1
"AL",2022,"Health","Service",231174.333333333,260700.666666667,11.3257605785435,"AL_Health_Service",0,0,0,1,0,0,0,0,1
"AL",2022,"Health","Technicians",284938,283658.333333333,-0.451129586650593,"AL_Health_Technicians",0,0,0,1,0,0,0,0,1
"AL",2022,"Hospitality","Clerical",217501.833333333,205278.333333333,-5.95459822842157,"AL_Hospitality_Clerical",0,0,1,0,0,0,0,0,1
"AL",2022,"Hospitality","Elementary",161427.333333333,179485.333333333,10.060989198746,"AL_Hospitality_Elementary",0,0,1,0,0,0,0,0,1
"AL",2022,"Hospitality","Managers",330980.666666667,367498.666666667,9.93690680056889,"AL_Hospitality_Managers",0,0,1,0,1,1,0,0,1
"AL",2022,"Hospitality","Professionals",251230.333333333,234551.666666667,-7.11087109449942,"AL_Hospitality_Professionals",0,0,1,0,1,0,0,0,1
"AL",2022,"Hospitality","Service",167813.666666667,173339,3.1875880980814,"AL_Hospitality_Service",0,0,1,0,0,0,0,0,1
"AL",2022,"Hospitality","Technicians",222150.666666667,351652.666666667,36.8266793559554,"AL_Hospitality_Technicians",0,0,1,0,0,0,0,0,1
"AL",2022,"IT","Clerical",289243.333333333,305312.666666667,5.26323834145977,"AL_IT_Clerical",0,0,1,0,0,0,0,0,1
"AL",2022,"IT","Elementary",160021.333333333,180511,11.3509241357406,"AL_IT_Elementary",0,0,1,0,0,0,0,0,1
"AL",2022,"IT","Managers",929034.666666667,1034221,10.1705857194288,"AL_IT_Managers",0,0,1,0,1,1,0,0,1
"AL",2022,"IT","Professionals",420290.333333333,606463.666666667,30.698184172616,"AL_IT_Professionals",0,0,1,0,1,0,0,0,1
"AL",2022,"IT","Service",205143.666666667,285759,28.210951652733,"AL_IT_Service",0,0,1,0,0,0,0,0,1
"AL",2022,"IT","Technicians",382968.166666667,371175.333333333,-3.17715976097547,"AL_IT_Technicians",0,0,1,0,0,0,0,0,1
"AL",2022,"Manufacturing","Clerical",213050,245944.666666667,13.374824147437,"AL_Manufacturing_Clerical",1,0,0,0,0,0,0,0,1
"AL",2022,"Manufacturing","Craft",172797.666666667,199642,13.4462354280829,"AL_Manufacturing_Craft",1,0,0,0,0,0,0,0,1
"AL",2022,"Manufacturing","Elementary",172349.333333333,181339.666666667,4.95773125570984,"AL_Manufacturing_Elementary",1,0,0,0,0,0,0,0,1
"AL",2022,"Manufacturing","Managers",522798,582116.333333333,10.1901166376251,"AL_Manufacturing_Managers",1,0,0,0,1,1,0,0,1
"AL",2022,"Manufacturing","Operators",180822.666666667,195415,7.46735579834369,"AL_Manufacturing_Operators",1,0,0,0,0,0,0,0,1
"AL",2022,"Manufacturing","Professionals",314904.666666667,456708.333333333,31.0490648663443,"AL_Manufacturing_Professionals",1,0,0,0,1,0,0,0,1
"AL",2022,"Manufacturing","Service",184183,192230.666666667,4.18646348484114,"AL_Manufacturing_Service",1,0,0,0,0,0,0,0,1
"AL",2022,"Manufacturing","Technicians",290664,318504.333333333,8.74095904503655,"AL_Manufacturing_Technicians",1,0,0,0,0,0,0,0,1
"AL",2022,"Mining","Managers",929272,924951.166666667,-0.467141778836244,"AL_Mining_Managers",1,0,0,0,1,1,0,0,1
"AL",2022,"Mining","Operators",189851.666666667,281341.666666667,32.5191789342733,"AL_Mining_Operators",1,0,0,0,0,0,0,0,1
"AL",2022,"Mining","Technicians",503431.333333333,655447.333333333,23.1927101185857,"AL_Mining_Technicians",1,0,0,0,0,0,0,0,1
"AL",2022,"Other Services","Clerical",249060.833333333,300517.666666667,17.1227315532198,"AL_Other Services_Clerical",0,0,0,0,0,0,0,0,1
"AL",2022,"Other Services","Craft",161708.666666667,192398.333333333,15.9511083775847,"AL_Other Services_Craft",0,0,0,0,0,0,0,0,1
"AL",2022,"Other Services","Elementary",157694.333333333,162045,2.68485091589786,"AL_Other Services_Elementary",0,0,0,0,0,0,0,0,1
"AL",2022,"Other Services","Managers",582725.666666667,565566.333333333,-3.03400897861085,"AL_Other Services_Managers",0,0,0,0,1,1,0,0,1
"AL",2022,"Other Services","Operators",155680.333333333,201556,22.7607546620625,"AL_Other Services_Operators",0,0,0,0,0,0,0,0,1
"AL",2022,"Other Services","Professionals",345541.666666667,366083,5.61111369097537,"AL_Other Services_Professionals",0,0,0,0,1,0,0,0,1
"AL",2022,"Other Services","Service",176073.666666667,191729.333333333,8.16550414820891,"AL_Other Services_Service",0,0,0,0,0,0,0,0,1
"AL",2022,"Other Services","Technicians",333042,315240.333333333,-5.64701428856924,"AL_Other Services_Technicians",0,0,0,0,0,0,0,0,1
"AL",2022,"Professional","Clerical",258376,304316.666666667,15.0963360534531,"AL_Professional_Clerical",0,0,1,0,0,0,0,0,1
"AL",2022,"Professional","Managers",663140,813261.333333333,18.4591750745148,"AL_Professional_Managers",0,0,1,0,1,1,0,0,1
"AL",2022,"Professional","Professionals",340230,415983.333333333,18.2106654914059,"AL_Professional_Professionals",0,0,1,0,1,0,0,0,1
"AL",2022,"Professional","Service",228858.666666667,231815.333333333,1.27544050868074,"AL_Professional_Service",0,0,1,0,0,0,0,0,1
"AL",2022,"Professional","Technicians",280813.333333333,401787.333333333,30.1089631164746,"AL_Professional_Technicians",0,0,1,0,0,0,0,0,1
"AL",2022,"Real Estate","Managers",589808.666666667,579775.5,-1.73052615480764,"AL_Real Estate_Managers",0,0,1,0,1,1,0,0,1
"AL",2022,"Real Estate","Service",252876,214311.333333333,-17.9946930789164,"AL_Real Estate_Service",0,0,1,0,0,0,0,0,1
"AL",2022,"Real Estate","Technicians",258119.333333333,524987,50.8331952346757,"AL_Real Estate_Technicians",0,0,1,0,0,0,0,0,1
"AL",2022,"Trade","Agriculture",165091.666666667,185910.666666667,11.1983891905073,"AL_Trade_Agriculture",0,0,1,0,0,0,0,0,1
"AL",2022,"Trade","Clerical",254236.333333333,258623,1.69616262539167,"AL_Trade_Clerical",0,0,1,0,0,0,0,0,1
"AL",2022,"Trade","Craft",171809,190418.666666667,9.77302645398911,"AL_Trade_Craft",0,0,1,0,0,0,0,0,1
"AL",2022,"Trade","Elementary",174916.333333333,182522.333333333,4.16716127889372,"AL_Trade_Elementary",0,0,1,0,0,0,0,0,1
"AL",2022,"Trade","Managers",475927.333333333,527514.833333333,9.77934585725709,"AL_Trade_Managers",0,0,1,0,1,1,0,0,1
"AL",2022,"Trade","Operators",181710,197801.333333333,8.13509851635647,"AL_Trade_Operators",0,0,1,0,0,0,0,0,1
"AL",2022,"Trade","Professionals",301814.333333333,338539,10.8479869872206,"AL_Trade_Professionals",0,0,1,0,1,0,0,0,1
"AL",2022,"Trade","Service",189421.666666667,200879,5.70359934753424,"AL_Trade_Service",0,0,1,0,0,0,0,0,1
"AL",2022,"Trade","Technicians",277709.333333333,316435.333333333,12.2382034876004,"AL_Trade_Technicians",0,0,1,0,0,0,0,0,1
"AL",2022,"Transport","Clerical",200111.666666667,237779.666666667,15.841556398851,"AL_Transport_Clerical",0,0,1,0,0,0,0,0,1
"AL",2022,"Transport","Elementary",147302.666666667,172986.666666667,14.847387081856,"AL_Transport_Elementary",0,0,1,0,0,0,0,0,1
"AL",2022,"Transport","Managers",409428,576343.333333333,28.9610937924732,"AL_Transport_Managers",0,0,1,0,1,1,0,0,1
"AL",2022,"Transport","Professionals",314916.666666667,437517.333333333,28.0218993228459,"AL_Transport_Professionals",0,0,1,0,1,0,0,0,1
"AL",2022,"Transport","Service",430535.666666667,264932.666666667,-62.5075805424774,"AL_Transport_Service",0,0,1,0,0,0,0,0,1
"AL",2022,"Transport","Technicians",377363,605435.333333333,37.6707999643232,"AL_Transport_Technicians",0,0,1,0,0,0,0,0,1
"AL",2022,"Water","Clerical",236493,215847.333333333,-9.56493941705713,"AL_Water_Clerical",1,0,0,0,0,0,0,0,1
"AL",2022,"Water","Elementary",176180,169545,-3.91341531746734,"AL_Water_Elementary",1,0,0,0,0,0,0,0,1
"AL",2022,"Water","Service",205823,169434,-21.4767992256572,"AL_Water_Service",1,0,0,0,0,0,0,0,1
"AT",2010,"Admin Services","Clerical",29142.5,33727.5,13.5942480171966,"AT_Admin Services_Clerical",0,0,1,0,0,0,0,0,0
"AT",2010,"Admin Services","Craft",24169,30807,21.5470509949038,"AT_Admin Services_Craft",0,0,1,0,0,0,0,0,0
"AT",2010,"Admin Services","Elementary",19888,25946,23.3484930239729,"AT_Admin Services_Elementary",0,0,1,0,0,0,0,0,0
"AT",2010,"Admin Services","Managers",60226.5,84155.5,28.4342675166804,"AT_Admin Services_Managers",0,0,1,0,1,1,0,0,0
"AT",2010,"Admin Services","Operators",24080.5,28091,14.2768146381403,"AT_Admin Services_Operators",0,0,1,0,0,0,0,0,0
"AT",2010,"Admin Services","Professionals",34258.5,53402,35.8479083180405,"AT_Admin Services_Professionals",0,0,1,0,1,0,0,0,0
"AT",2010,"Admin Services","Service",24112,29042,16.9754149163281,"AT_Admin Services_Service",0,0,1,0,0,0,0,0,0
"AT",2010,"Admin Services","Technicians",35155,44925.5,21.7482276212841,"AT_Admin Services_Technicians",0,0,1,0,0,0,0,0,0
"AT",2010,"Arts","Clerical",29351,38907,24.5611329580795,"AT_Arts_Clerical",0,0,0,0,0,0,0,0,0
"AT",2010,"Arts","Elementary",21655.5,25262,14.2763835009105,"AT_Arts_Elementary",0,0,0,0,0,0,0,0,0
"AT",2010,"Arts","Managers",54799,82098.5,33.2521300632776,"AT_Arts_Managers",0,0,0,0,1,1,0,0,0
"AT",2010,"Arts","Professionals",43725.5,70918,38.3435799091909,"AT_Arts_Professionals",0,0,0,0,1,0,0,0,0
"AT",2010,"Arts","Service",23221.5,27380,15.1880934989043,"AT_Arts_Service",0,0,0,0,0,0,0,0,0
"AT",2010,"Arts","Technicians",33343.5,56544.5,41.03140004775,"AT_Arts_Technicians",0,0,0,0,0,0,0,0,0
"AT",2010,"Construction","Clerical",31371,48605.5,35.4579214286449,"AT_Construction_Clerical",0,1,0,0,0,0,0,0,0
"AT",2010,"Construction","Craft",20606,30539.5,32.5267276805449,"AT_Construction_Craft",0,1,0,0,0,0,0,0,0
"AT",2010,"Construction","Elementary",21097,27755.5,23.989839851561,"AT_Construction_Elementary",0,1,0,0,0,0,0,0,0
"AT",2010,"Construction","Managers",51192,84909.5,39.7099264511038,"AT_Construction_Managers",0,1,0,0,1,1,0,0,0
"AT",2010,"Construction","Professionals",48745.5,71220,31.5564448188711,"AT_Construction_Professionals",0,1,0,0,1,0,0,0,0
"AT",2010,"Construction","Service",22521.5,33336.5,32.4419180177883,"AT_Construction_Service",0,1,0,0,0,0,0,0,0
"AT",2010,"Construction","Technicians",39991.5,51842,22.858878901277,"AT_Construction_Technicians",0,1,0,0,0,0,0,0,0
"AT",2010,"Education Sector","Clerical",28149.5,26628.5,-5.71192519293238,"AT_Education Sector_Clerical",0,0,0,1,0,0,0,0,0
"AT",2010,"Education Sector","Managers",51054,83978,39.2055062040058,"AT_Education Sector_Managers",0,0,0,1,1,1,0,0,0
"AT",2010,"Education Sector","Professionals",46476,66377,29.9817707941004,"AT_Education Sector_Professionals",0,0,0,1,1,0,0,0,0
"AT",2010,"Education Sector","Service",21478.5,28605.5,24.9147891139816,"AT_Education Sector_Service",0,0,0,1,0,0,0,0,0
"AT",2010,"Education Sector","Technicians",32984.5,34435.5,4.2136748413701,"AT_Education Sector_Technicians",0,0,0,1,0,0,0,0,0
"AT",2010,"Electricity","Clerical",43218,51440.5,15.9844869315034,"AT_Electricity_Clerical",1,0,0,0,0,0,0,0,0
"AT",2010,"Electricity","Managers",69768,121147,42.4104600196456,"AT_Electricity_Managers",1,0,0,0,1,1,0,0,0
